"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorMongeElkan record1Value","[1] BookAuthorComparatorMongeElkan record2Value","[1] BookAuthorComparatorMongeElkan record1PreprocessedValue","[1] BookAuthorComparatorMongeElkan record2PreprocessedValue","[1] BookAuthorComparatorMongeElkan similarity","[1] BookAuthorComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","Amazon_4784","Covers_4461","0.7444444444444445",,"Roald Dahl: Whizzpopping Joke Book","Roald Dahl's Tales of the Unexpected","Roald Dahl: Whizzpopping Joke Book","Roald Dahl's Tales of the Unexpected","0.36111111111111116","0.36111111111111116","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_14685","Covers_31415","0.0",,"What the Robin Knows","What to Do When Your Mom or Dad Says...\Do Something Besides Watching Tv!\"" (Survival Series for Kids)""","What the Robin Knows","What to Do When Your Mom or Dad Says...\Do Something Besides Watching Tv!\"" (Survival Series for Kids)""","0.16504854368932043","0.0","Jon Young","Joy Wilt Berry","Jon Young","Joy Wilt Berry","0.26666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_21552","Covers_25144","0.5571428571428572",,"Notes from the Hard Shoulder","NOTES OF A NERVOUS MAN","Notes from the Hard Shoulder","NOTES OF A NERVOUS MAN","0.3928571428571429","0.3928571428571429","James May","James Lileks","James May","James Lileks","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","Amazon_2355","Covers_10054","0.1411764705882353",,"How to Draw Almost Every Day","How to Keep Your Kids on Your Team","How to Draw Almost Every Day","How to Keep Your Kids on Your Team","0.3529411764705882","0.3529411764705882","Chika Miyata","Charles Stanley","Chika Miyata","Charles Stanley","0.21666666666666667","0.0"
"LinearCombinationMatchingRule","Amazon_2188","Covers_37533","0.0",,"The Wes Anderson Collection: The Grand Budapest Hotel","The Well-Filled Cupboard: A Collection of Seasonal Recipes, Gardening Hints, Country Lore and Domestic Pleasures","The Wes Anderson Collection: The Grand Budapest Hotel","The Well-Filled Cupboard: A Collection of Seasonal Recipes, Gardening Hints, Country Lore and Domestic Pleasures","0.2946428571428571","0.0","Matt Zoller Seitz","Mary Alice Downie","Matt Zoller Seitz","Mary Alice Downie","0.1411764705882353","0.0"
"LinearCombinationMatchingRule","Amazon_7433","Covers_26932","0.42828282828282827",,"The Reckoning","The Regiment's War","The Reckoning","The Regiment's War","0.38888888888888884","0.38888888888888884","John Grisham","John Dalmas","John Grisham","John Dalmas","0.45454545454545453","0.45454545454545453"
"LinearCombinationMatchingRule","Amazon_2007","Covers_632","0.37341404358353514",,"The Complete Book of Scales, Chords, Arpeggios and Cadences","The Complete Works of William Shakespeare","The Complete Book of Scales, Chords, Arpeggios and Cadences","The Complete Works of William Shakespeare","0.44067796610169496","0.44067796610169496","Willard Palmer","William Shakespeare","Willard Palmer","William Shakespeare","0.32857142857142857","0.32857142857142857"
"LinearCombinationMatchingRule","Amazon_3763","Covers_5893","0.7615384615384615",,"The Wealth of Nations","The Wealth of Nations/Books I-III (Penguin Classics)","The Wealth of Nations","The Wealth of Nations/Books I-III (Penguin Classics)","0.40384615384615385","0.40384615384615385","Adam Smith","Adam Smith","Adam Smith","Adam Smith","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_15217","Covers_9618","0.16470588235294117",,"The World's Greatest Short Stories","The World of Friendship","The World's Greatest Short Stories","The World of Friendship","0.4117647058823529","0.4117647058823529","James Daley","Jayne Bowman","James Daley","Jayne Bowman","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_22281","Covers_49917","0.36977777777777776",,"Lonely Planet Bali, Lombok & Nusa Tenggara","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Bali, Lombok & Nusa Tenggara","Lonely Planet Ireland (Lonely Planet Ireland)","0.4444444444444444","0.4444444444444444","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_21204","Covers_15541","0.7395348837209302",,"Geronimo Stilton and the Kingdom of Fantasy","Geronimo: His Own Story","Geronimo Stilton and the Kingdom of Fantasy","Geronimo: His Own Story","0.34883720930232553","0.34883720930232553","Geronimo Stilton","Geronimo","Geronimo Stilton","Geronimo","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_10556","Covers_17886","0.7739130434782608",,"Asterix: How Obelix Fell into the Magic Potion","Asterix - Obelix y Compania - Tapa Dura -","Asterix: How Obelix Fell into the Magic Potion","Asterix - Obelix y Compania - Tapa Dura -","0.4347826086956522","0.4347826086956522","Rene Goscinny","Rene Goscinny","Rene Goscinny","Rene Goscinny","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21303","Covers_22152","0.16363636363636364",,"First Class Murder","First Lady from Plains","First Class Murder","First Lady from Plains","0.40909090909090906","0.40909090909090906","Robin Stevens","Rosalynn Carter","Robin Stevens","Rosalynn Carter","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","Amazon_731","Covers_14156","0.125",,"The End of Alzheimer's","The End of Physics: The Myth of a Unified Theory","The End of Alzheimer's","The End of Physics: The Myth of a Unified Theory","0.3125","0.3125","Dale Bredesen","David Lindley","Dale Bredesen","David Lindley","0.18461538461538463","0.0"
"LinearCombinationMatchingRule","Amazon_12164","Covers_9880","0.5550877192982456",,"The Big Book of Weekend Woodworking","The Big Drop: Classic Big Wave Surfing","The Big Book of Weekend Woodworking","The Big Drop: Classic Big Wave Surfing","0.42105263157894735","0.42105263157894735","John Nelson","John Long","John Nelson","John Long","0.6444444444444445","0.6444444444444445"
"LinearCombinationMatchingRule","Amazon_3451","Covers_25728","0.36990595611285265",,"The Saddest Girl in the World","The Saturday Treat","The Saddest Girl in the World","The Saturday Treat","0.3793103448275862","0.3793103448275862","Cathy Glass","Catherine C. Clark","Cathy Glass","Catherine C. Clark","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","Amazon_16569","Covers_8294","0.19310344827586207",,"The Great Partnership","The Great Brain (Great Brain)","The Great Partnership","The Great Brain (Great Brain)","0.48275862068965514","0.48275862068965514","Jonathan Sacks","John D. Fitzgerald","Jonathan Sacks","John D. Fitzgerald","0.18571428571428572","0.0"
"LinearCombinationMatchingRule","Amazon_7287","Covers_34754","0.0",,"The Confessor","The Complete Guide to Contracting Your Home: A Step-By-Step Method for Managing Home Construction","The Confessor","The Complete Guide to Contracting Your Home: A Step-By-Step Method for Managing Home Construction","0.12371134020618557","0.0","Daniel Silva","Dave McGuerty","Daniel Silva","Dave McGuerty","0.18333333333333332","0.0"
"LinearCombinationMatchingRule","Amazon_15127","Covers_1938","0.6",,"Hamlet","Hamlet (Dover Thrift Editions)","Hamlet","Hamlet (Dover Thrift Editions)","0.19999999999999996","0.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_299","Covers_40700","0.2",,"Discovery of the Child","Discourse on Thinking","Discovery of the Child","Discourse on Thinking","0.5","0.5","Maria Montessori","Martin Heidegger","Maria Montessori","Martin Heidegger","0.1875","0.0"
"LinearCombinationMatchingRule","Amazon_9816","Covers_28668","0.0",,"The Complete Robuchon","The Complete Thief's Handbook/Player's Handbook Rules Supplement/Phbr2, 2111 (Advanced Dungeons and Dragons Accessory)","The Complete Robuchon","The Complete Thief's Handbook/Player's Handbook Rules Supplement/Phbr2, 2111 (Advanced Dungeons and Dragons Accessory)","0.1610169491525424","0.0","Joel Robuchon","John Nephew","Joel Robuchon","John Nephew","0.2545454545454545","0.0"
"LinearCombinationMatchingRule","Amazon_5040","Covers_22142","0.8",,"Atonement","Atonement: A Novel","Atonement","Atonement: A Novel","0.5","0.5","Ian McEwan","Ian McEwan","Ian McEwan","Ian McEwan","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_2446","Covers_33095","0.0",,"The Colour of Time: A New History of the World, 1850-1960","The Complete Book of Paint: A Comprehensive Guide to Paint Techniques for Walls, Floors, Furniture, Fabrics, and Metalwork","The Colour of Time: A New History of the World, 1850-1960","The Complete Book of Paint: A Comprehensive Guide to Paint Techniques for Walls, Floors, Furniture, Fabrics, and Metalwork","0.2786885245901639","0.0","Dan Jones","David Carter","Dan Jones","David Carter","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","Amazon_3414","Covers_17594","0.0",,"The Cow Book","The Complete Yes Minister: The Diaries of a Cabinet Minister","The Cow Book","The Complete Yes Minister: The Diaries of a Cabinet Minister","0.1333333333333333","0.0","John Connell","Jonathan Lynn","John Connell","Jonathan Lynn","0.23333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_17838","Covers_37405","0.32307692307692304",,"The Wheel of Time, Boxed Set I, Books 1-3","The Whole PC Family Encyclopedia: The Definitive Resource for Family Computing","The Wheel of Time, Boxed Set I, Books 1-3","The Whole PC Family Encyclopedia: The Definitive Resource for Family Computing","0.2564102564102564","0.0","Robert Jordan","Robert C. Lock","Robert Jordan","Robert C. Lock","0.5384615384615384","0.5384615384615384"
"LinearCombinationMatchingRule","Amazon_13719","Covers_10651","0.4666666666666666",,"The Way of the Shaman","The war atlas: Armed conflict--armed peace","The Way of the Shaman","The war atlas: Armed conflict--armed peace","0.30952380952380953","0.30952380952380953","Michael Harner","Michael Kidron","Michael Harner","Michael Kidron","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","Amazon_4391","Covers_14595","0.33333333333333337",,"The Gruffalo's Child","The Grounding of Group 6","The Gruffalo's Child","The Grounding of Group 6","0.33333333333333337","0.33333333333333337","Julia Donaldson","Julian F. Thompson","Julia Donaldson","Julian F. Thompson","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","Amazon_21233","Covers_43350","0.7123809523809523",,"Anne of Green Gables Library","Anne of Windy Poplars (Anne of Green Gables Novels (Paperback))","Anne of Green Gables Library","Anne of Windy Poplars (Anne of Green Gables Novels (Paperback))","0.38095238095238093","0.38095238095238093","L. M. Montgomery","L.M. MONTGOMERY","L. M. Montgomery","L.M. MONTGOMERY","0.9333333333333333","0.9333333333333333"
"LinearCombinationMatchingRule","Amazon_3448","Covers_34450","0.6",,"The Bell Jar","The Bell Jar : A Novel (Perennial Classics)","The Bell Jar","The Bell Jar : A Novel (Perennial Classics)","0.2790697674418605","0.0","Sylvia Plath","Sylvia Plath","Sylvia Plath","Sylvia Plath","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_20784","Covers_4845","0.6",,"Lord of the Flies","Lord of the Flies (Penguin Great Books of the 20th Century)","Lord of the Flies","Lord of the Flies (Penguin Great Books of the 20th Century)","0.288135593220339","0.0","William Golding","William Golding","William Golding","William Golding","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_16334","Covers_15062","0.0",,"The Benedict Option","The Best of Off-Broadway: Eight Contemporary Obie-Winning Plays","The Benedict Option","The Best of Off-Broadway: Eight Contemporary Obie-Winning Plays","0.2222222222222222","0.0","Rod Dreher","Ross Wetzsteon","Rod Dreher","Ross Wetzsteon","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_541","Covers_20180","0.6347727272727273",,"Learning Emotion-Focused Therapy","Learning to Cook Vegetarian","Learning Emotion-Focused Therapy","Learning to Cook Vegetarian","0.46875","0.46875","Robert Elliott","Rose Elliot","Robert Elliott","Rose Elliot","0.7454545454545455","0.7454545454545455"
"LinearCombinationMatchingRule","Amazon_4154","Covers_43965","0.0",,"The Greatness Guide","The Grown-Up's Guide to Running Away from Home (Grown-Up's Guide)","The Greatness Guide","The Grown-Up's Guide to Running Away from Home (Grown-Up's Guide)","0.2615384615384615","0.0","Robin Sharma","Rosanne Knorr","Robin Sharma","Rosanne Knorr","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_12078","Covers_42856","0.216",,"The Second Treatise of Government: AND A Letter Concerning Toleration","The Seer from the Stars","The Second Treatise of Government: AND A Letter Concerning Toleration","The Seer from the Stars","0.24637681159420288","0.0","John Locke","Jonathan Robert Gravish","John Locke","Jonathan Robert Gravish","0.36","0.36"
"LinearCombinationMatchingRule","Amazon_7761","Covers_30377","0.34318181818181814",,"The Lost Man","The Lost Flower Children (Novel)","The Lost Man","The Lost Flower Children (Novel)","0.3125","0.3125","Jane Harper","Janet Taylor Lisle","Jane Harper","Janet Taylor Lisle","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","Amazon_1852","Covers_8381","0.19636363636363635",,"The Lost City of Z","The Lost Boy: A Foster Child's Search for the Love of a Family","The Lost City of Z","The Lost Boy: A Foster Child's Search for the Love of a Family","0.25806451612903225","0.0","David Grann","Dave Pelzer","David Grann","Dave Pelzer","0.32727272727272727","0.32727272727272727"
"LinearCombinationMatchingRule","Amazon_11519","Covers_7410","0.8909090909090909",,"Man's Search For Meaning","Man's Search for Ultimate Meaning","Man's Search For Meaning","Man's Search for Ultimate Meaning","0.7272727272727273","0.7272727272727273","Viktor E. Frankl","Viktor E. Frankl","Viktor E. Frankl","Viktor E. Frankl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3454","Covers_8188","0.15714285714285717",,"The Devil in the Kitchen","The Death of Vishnu: A Novel","The Devil in the Kitchen","The Death of Vishnu: A Novel","0.3928571428571429","0.3928571428571429","Marco Pierre White","Manil Suri","Marco Pierre White","Manil Suri","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_7886","Covers_10655","0.0",,"The Sense of Style","The Seven Habits of Highly Effective Families: Building a Beautiful Family Culture in a Turbulent World","The Sense of Style","The Seven Habits of Highly Effective Families: Building a Beautiful Family Culture in a Turbulent World","0.15533980582524276","0.0","Steven Pinker","Stephen R. Covey","Steven Pinker","Stephen R. Covey","0.27692307692307694","0.0"
"LinearCombinationMatchingRule","Amazon_11147","Covers_8698","0.0",,"The World's Fittest Book","The Wonderful Story of Henry Sugar and Six More","The World's Fittest Book","The Wonderful Story of Henry Sugar and Six More","0.276595744680851","0.0","Ross Edgley","ROALD DAHL","Ross Edgley","ROALD DAHL","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_10096","Covers_44904","0.0",,"The Nordic Baking Book","The No-Sided Professor and Other Tales of Fantasy, Humor, Mystery, and Philosophy","The Nordic Baking Book","The No-Sided Professor and Other Tales of Fantasy, Humor, Mystery, and Philosophy","0.1728395061728395","0.0","Magnus Nilsson","Martin Gardner","Magnus Nilsson","Martin Gardner","0.17142857142857143","0.0"
"LinearCombinationMatchingRule","Amazon_19115","Covers_30862","0.13846153846153847",,"The Book Of Five Rings","The Borribles Go for Broke","The Book Of Five Rings","The Borribles Go for Broke","0.34615384615384615","0.34615384615384615","Miyamoto Musashi","Michael Delarrabeiti","Miyamoto Musashi","Michael Delarrabeiti","0.1375","0.0"
"LinearCombinationMatchingRule","Amazon_17157","Covers_46627","0.3934615384615385",,"The Cosy Christmas Teashop","The Countess","The Cosy Christmas Teashop","The Countess","0.34615384615384615","0.34615384615384615","Caroline Roberts","Catherine Coulter","Caroline Roberts","Catherine Coulter","0.425","0.425"
"LinearCombinationMatchingRule","Amazon_6789","Covers_16435","0.35000000000000003",,"Bridgman's Complete Guide to Drawing from Life","Bridge Down","Bridgman's Complete Guide to Drawing from Life","Bridge Down","0.23913043478260865","0.0","George B. Bridgman","George. Mair","George B. Bridgman","George. Mair","0.5833333333333334","0.5833333333333334"
"LinearCombinationMatchingRule","Amazon_15147","Covers_17594","0.1466666666666667",,"The Complete Poems of John Keats","The Complete Yes Minister: The Diaries of a Cabinet Minister","The Complete Poems of John Keats","The Complete Yes Minister: The Diaries of a Cabinet Minister","0.3666666666666667","0.3666666666666667","John Keats","Jonathan Lynn","John Keats","Jonathan Lynn","0.26","0.0"
"LinearCombinationMatchingRule","Amazon_14395","Covers_25663","0.395475113122172",,"The Four Elements","The Fool's Run","The Four Elements","The Fool's Run","0.4117647058823529","0.4117647058823529","John O'Donohue","John Sandford","John O'Donohue","John Sandford","0.38461538461538464","0.38461538461538464"
"LinearCombinationMatchingRule","Amazon_11317","Covers_44712","0.12307692307692308",,"How to Win Friends and Influence People","How to Make Yourself Miserable","How to Win Friends and Influence People","How to Make Yourself Miserable","0.3076923076923077","0.3076923076923077","Dale Carnegie","Dan Greenburg","Dale Carnegie","Dan Greenburg","0.15384615384615385","0.0"
